receipt_id,store_id,vendor_id,purchase_order_id,receipt_timestamp,sku_id,quantity_ordered,quantity_received,quantity_damaged_on_arrival,received_by_employee_id
26454,17,5,PO-00026454,2025-04-24 00:00:00,101,12,12,0,10017
26455,17,3,PO-00026455,2025-04-24 00:00:00,51,24,24,0,10017
26456,17,2,PO-00026456,2025-04-24 00:00:00,2,12,12,0,10017
26457,17,3,PO-00026457,2025-04-24 00:00:00,135,24,24,0,10017
26458,17,7,PO-00026458,2025-04-24 00:00:00,139,12,12,0,10017
26459,17,6,PO-00026459,2025-04-24 00:00:00,90,48,48,0,10017
26460,17,10,PO-00026460,2025-04-24 00:00:00,190,12,12,0,10017
26461,17,10,PO-00026461,2025-04-24 00:00:00,10,12,12,0,10017
26462,17,4,PO-00026462,2025-04-24 00:00:00,100,24,19,0,10017
26463,17,1,PO-00026463,2025-04-24 00:00:00,157,48,48,0,10017
26464,17,12,PO-00026464,2025-04-24 00:00:00,12,12,12,0,10017
26465,17,1,PO-00026465,2025-04-24 00:00:00,73,48,48,0,10017
26466,17,3,PO-00026466,2025-04-24 00:00:00,27,24,24,0,10017
26467,17,3,PO-00026467,2025-04-24 00:00:00,111,24,24,0,10017
26468,17,3,PO-00026468,2025-04-24 00:00:00,171,48,48,0,10017
26469,17,9,PO-00026469,2025-04-24 00:00:00,81,24,24,0,10017
26470,17,11,PO-00026470,2025-04-24 00:00:00,95,12,12,0,10017
26471,17,9,PO-00026471,2025-04-24 00:00:00,57,24,24,0,10017
26472,17,9,PO-00026472,2025-04-24 00:00:00,45,24,24,0,10017
26473,17,11,PO-00026473,2025-04-24 00:00:00,23,12,12,0,10017
26474,17,6,PO-00026474,2025-04-24 00:00:00,6,24,24,0,10017
26475,17,1,PO-00026475,2025-04-13 00:00:00,85,48,48,0,10017
26476,17,2,PO-00026476,2025-04-13 00:00:00,146,24,22,0,10017
26477,17,10,PO-00026477,2025-04-13 00:00:00,154,24,24,0,10017
26478,17,7,PO-00026478,2025-04-13 00:00:00,115,24,23,0,10017
26479,17,9,PO-00026479,2025-04-13 00:00:00,105,12,12,0,10017
26480,17,11,PO-00026480,2025-04-13 00:00:00,143,12,12,0,10017
26481,17,10,PO-00026481,2025-04-13 00:00:00,22,24,24,0,10017
26482,17,8,PO-00026482,2025-04-13 00:00:00,200,48,48,0,10017
26483,17,3,PO-00026483,2025-04-13 00:00:00,51,24,24,0,10017
26484,17,12,PO-00026484,2025-04-13 00:00:00,36,24,24,0,10017
26485,17,1,PO-00026485,2025-04-13 00:00:00,109,12,12,0,10017
26486,17,9,PO-00026486,2025-04-13 00:00:00,45,12,12,0,10017
26487,17,9,PO-00026487,2025-04-13 00:00:00,189,24,24,0,10017
26488,17,1,PO-00026488,2025-04-13 00:00:00,121,24,24,0,10017
26489,17,8,PO-00026489,2025-04-13 00:00:00,80,24,24,0,10017
26490,17,3,PO-00026490,2025-04-13 00:00:00,99,12,12,0,10017
26491,17,7,PO-00026491,2025-04-13 00:00:00,151,48,48,0,10017
26492,17,9,PO-00026492,2025-04-13 00:00:00,177,12,12,0,10017
26493,17,8,PO-00026493,2025-04-13 00:00:00,44,12,12,0,10017
26494,17,3,PO-00026494,2025-04-13 00:00:00,27,12,12,0,10017
26495,17,9,PO-00026495,2025-04-13 00:00:00,93,12,12,0,10017
26496,17,10,PO-00026496,2025-04-13 00:00:00,118,12,12,2,10017
26497,17,2,PO-00026497,2025-04-13 00:00:00,50,12,12,0,10017
26498,17,6,PO-00026498,2025-04-13 00:00:00,126,24,24,0,10017
26499,17,7,PO-00026499,2025-04-13 00:00:00,187,12,12,0,10017
26500,17,7,PO-00026500,2025-04-13 00:00:00,31,24,24,0,10017
26501,17,8,PO-00026501,2025-04-13 00:00:00,92,48,48,1,10017
26502,17,4,PO-00026502,2025-04-13 00:00:00,184,24,24,0,10017
26503,17,2,PO-00026503,2025-04-13 00:00:00,74,12,12,0,10017
26504,17,12,PO-00026504,2025-04-13 00:00:00,48,12,12,0,10017
26505,17,7,PO-00026505,2025-03-16 00:00:00,43,48,48,0,10017
26506,17,3,PO-00026506,2025-03-16 00:00:00,63,48,43,0,10017
26507,17,7,PO-00026507,2025-03-16 00:00:00,19,24,18,0,10017
26508,17,10,PO-00026508,2025-03-16 00:00:00,142,12,12,0,10017
26509,17,1,PO-00026509,2025-03-16 00:00:00,1,12,12,0,10017
26510,17,11,PO-00026510,2025-03-16 00:00:00,47,12,12,0,10017
26511,17,5,PO-00026511,2025-03-16 00:00:00,101,24,24,0,10017
26512,17,1,PO-00026512,2025-03-16 00:00:00,169,24,24,0,10017
26513,17,3,PO-00026513,2025-03-16 00:00:00,51,24,24,0,10017
26514,17,3,PO-00026514,2025-03-16 00:00:00,39,24,24,0,10017
26515,17,5,PO-00026515,2025-03-16 00:00:00,149,24,24,0,10017
26516,17,6,PO-00026516,2025-03-16 00:00:00,66,48,48,0,10017
26517,17,1,PO-00026517,2025-03-16 00:00:00,97,24,24,0,10017
26518,17,4,PO-00026518,2025-03-16 00:00:00,148,24,24,0,10017
26519,17,12,PO-00026519,2025-03-16 00:00:00,132,12,12,0,10017
26520,17,9,PO-00026520,2025-03-16 00:00:00,81,48,48,0,10017
26521,17,6,PO-00026521,2025-03-16 00:00:00,30,12,12,0,10017
26522,17,7,PO-00026522,2025-03-16 00:00:00,103,24,24,0,10017
26523,17,5,PO-00026523,2025-03-16 00:00:00,17,12,12,0,10017
26524,17,9,PO-00026524,2025-03-16 00:00:00,57,12,12,0,10017
26525,17,12,PO-00026525,2025-03-16 00:00:00,60,24,24,0,10017
26526,17,3,PO-00026526,2025-03-16 00:00:00,135,12,12,0,10017
26527,17,12,PO-00026527,2025-03-16 00:00:00,156,48,48,0,10017
26528,17,2,PO-00026528,2025-03-16 00:00:00,38,24,24,0,10017
26529,17,8,PO-00026529,2025-03-16 00:00:00,8,24,24,0,10017
26530,17,3,PO-00026530,2025-03-16 00:00:00,171,48,48,0,10017
26531,17,2,PO-00026531,2025-03-16 00:00:00,50,12,12,2,10017
26532,17,6,PO-00026532,2025-03-16 00:00:00,138,24,24,0,10017
26533,17,3,PO-00026533,2025-03-16 00:00:00,183,12,12,0,10017
26534,17,5,PO-00026534,2025-03-16 00:00:00,161,12,12,0,10017
26535,17,10,PO-00026535,2025-03-16 00:00:00,34,24,24,0,10017
26536,17,8,PO-00026536,2025-03-16 00:00:00,152,12,12,0,10017
26537,17,4,PO-00026537,2025-03-16 00:00:00,112,24,24,0,10017
26538,17,11,PO-00026538,2025-03-16 00:00:00,179,12,12,0,10017
26539,17,3,PO-00026539,2024-12-23 00:00:00,75,12,12,0,10017
26540,17,2,PO-00026540,2024-12-23 00:00:00,170,24,24,0,10017
26541,17,5,PO-00026541,2024-12-23 00:00:00,137,12,12,0,10017
26542,17,2,PO-00026542,2024-12-23 00:00:00,2,24,24,0,10017
26543,17,5,PO-00026543,2024-12-23 00:00:00,125,12,12,0,10017
26544,17,1,PO-00026544,2024-12-23 00:00:00,61,24,24,0,10017
26545,17,9,PO-00026545,2024-12-23 00:00:00,69,12,12,0,10017
26546,17,11,PO-00026546,2024-12-23 00:00:00,59,48,48,0,10017
26547,17,2,PO-00026547,2024-12-23 00:00:00,98,12,12,0,10017
26548,17,11,PO-00026548,2024-12-23 00:00:00,119,24,24,0,10017
26549,17,1,PO-00026549,2024-12-23 00:00:00,37,12,12,0,10017
26550,17,5,PO-00026550,2024-12-23 00:00:00,29,24,24,1,10017
26551,17,6,PO-00026551,2024-12-23 00:00:00,18,48,48,0,10017
26552,17,1,PO-00026552,2024-12-23 00:00:00,25,24,24,0,10017
26553,17,11,PO-00026553,2024-12-23 00:00:00,107,24,23,0,10017
26554,17,8,PO-00026554,2024-12-23 00:00:00,164,12,12,0,10017
26555,17,4,PO-00026555,2024-12-23 00:00:00,124,24,22,0,10017
26556,17,2,PO-00026556,2024-12-23 00:00:00,38,24,24,0,10017
26557,17,5,PO-00026557,2024-12-23 00:00:00,53,24,24,0,10017
26558,17,3,PO-00026558,2024-12-23 00:00:00,195,12,12,0,10017
26559,17,6,PO-00026559,2024-12-23 00:00:00,198,24,24,0,10017
26560,17,10,PO-00026560,2024-12-23 00:00:00,94,24,24,0,10017
26561,17,8,PO-00026561,2025-02-20 00:00:00,128,24,24,0,10017
26562,17,10,PO-00026562,2025-02-20 00:00:00,130,12,12,0,10017
26563,17,12,PO-00026563,2025-02-20 00:00:00,48,48,48,0,10017
26564,17,5,PO-00026564,2025-02-20 00:00:00,185,12,12,0,10017
26565,17,12,PO-00026565,2025-02-20 00:00:00,36,24,24,0,10017
26566,17,6,PO-00026566,2025-02-20 00:00:00,126,24,24,0,10017
26567,17,7,PO-00026567,2025-02-20 00:00:00,115,12,12,0,10017
26568,17,2,PO-00026568,2025-02-20 00:00:00,62,12,12,0,10017
26569,17,9,PO-00026569,2025-02-20 00:00:00,81,24,24,0,10017
26570,17,9,PO-00026570,2025-02-20 00:00:00,57,12,12,0,10017
26571,17,1,PO-00026571,2025-02-20 00:00:00,85,24,24,0,10017
26572,17,6,PO-00026572,2025-02-20 00:00:00,78,24,24,0,10017
26573,17,11,PO-00026573,2025-02-20 00:00:00,59,12,12,0,10017
26574,17,2,PO-00026574,2025-02-20 00:00:00,2,12,12,0,10017
26575,17,10,PO-00026575,2025-02-20 00:00:00,190,12,12,0,10017
26576,17,2,PO-00026576,2025-02-20 00:00:00,194,48,48,0,10017
26577,17,5,PO-00026577,2025-02-20 00:00:00,53,12,12,0,10017
26578,17,11,PO-00026578,2025-02-20 00:00:00,83,48,48,2,10017
26579,17,7,PO-00026579,2025-02-20 00:00:00,175,24,24,0,10017
26580,17,9,PO-00026580,2025-02-20 00:00:00,153,24,24,0,10017
26581,17,9,PO-00026581,2025-02-20 00:00:00,117,12,12,0,10017
26582,17,4,PO-00026582,2025-02-20 00:00:00,52,24,24,0,10017
26583,17,6,PO-00026583,2025-02-20 00:00:00,54,12,12,0,10017
26584,17,2,PO-00026584,2025-02-20 00:00:00,38,48,48,0,10017
26585,17,4,PO-00026585,2025-02-20 00:00:00,160,12,12,0,10017
26586,17,3,PO-00026586,2025-02-20 00:00:00,147,12,12,0,10017
26587,17,3,PO-00026587,2025-02-20 00:00:00,135,24,24,0,10017
26588,17,3,PO-00026588,2025-02-20 00:00:00,159,24,24,0,10017
26589,17,3,PO-00026589,2025-02-20 00:00:00,27,24,24,0,10017
26590,17,7,PO-00026590,2025-02-20 00:00:00,127,24,24,0,10017
26591,17,4,PO-00026591,2025-02-20 00:00:00,148,12,12,0,10017
26592,17,10,PO-00026592,2025-02-20 00:00:00,10,12,12,0,10017
26593,17,9,PO-00026593,2025-02-01 00:00:00,105,24,24,0,10017
26594,17,2,PO-00026594,2025-02-01 00:00:00,98,12,12,0,10017
26595,17,2,PO-00026595,2025-02-01 00:00:00,26,24,24,0,10017
26596,17,1,PO-00026596,2025-02-01 00:00:00,181,24,24,0,10017
26597,17,8,PO-00026597,2025-02-01 00:00:00,176,12,12,0,10017
26598,17,12,PO-00026598,2025-02-01 00:00:00,12,12,12,0,10017
26599,17,8,PO-00026599,2025-02-01 00:00:00,68,24,24,0,10017
26600,17,5,PO-00026600,2025-02-01 00:00:00,29,12,12,0,10017
26601,17,4,PO-00026601,2025-02-01 00:00:00,4,12,12,0,10017
26602,17,11,PO-00026602,2025-02-01 00:00:00,191,12,11,0,10017
26603,17,5,PO-00026603,2025-02-01 00:00:00,53,12,12,0,10017
26604,17,8,PO-00026604,2025-02-01 00:00:00,164,12,12,0,10017
26605,17,3,PO-00026605,2025-02-01 00:00:00,51,24,24,0,10017
26606,17,8,PO-00026606,2025-02-01 00:00:00,44,24,24,0,10017
26607,17,7,PO-00026607,2025-02-01 00:00:00,7,12,12,0,10017
26608,17,3,PO-00026608,2025-02-01 00:00:00,3,12,12,0,10017
26609,17,4,PO-00026609,2025-02-01 00:00:00,172,12,12,0,10017
26610,17,12,PO-00026610,2025-02-01 00:00:00,24,12,8,2,10017
26611,17,8,PO-00026611,2025-02-01 00:00:00,8,24,24,0,10017
26612,17,1,PO-00026612,2025-04-01 00:00:00,133,24,24,0,10017
26613,17,7,PO-00026613,2025-04-01 00:00:00,103,24,24,0,10017
26614,17,3,PO-00026614,2025-04-01 00:00:00,147,24,24,0,10017
26615,17,4,PO-00026615,2025-04-01 00:00:00,148,24,24,0,10017
26616,17,10,PO-00026616,2025-04-01 00:00:00,10,24,24,0,10017
26617,17,4,PO-00026617,2025-04-01 00:00:00,160,24,24,0,10017
26618,17,3,PO-00026618,2025-04-01 00:00:00,183,24,24,0,10017
26619,17,10,PO-00026619,2025-04-01 00:00:00,46,12,12,0,10017
26620,17,11,PO-00026620,2025-04-01 00:00:00,47,24,24,0,10017
26621,17,9,PO-00026621,2025-04-01 00:00:00,9,12,12,0,10017
26622,17,5,PO-00026622,2025-04-01 00:00:00,161,48,48,0,10017
26623,17,5,PO-00026623,2025-04-01 00:00:00,41,12,12,0,10017
26624,17,10,PO-00026624,2025-04-01 00:00:00,106,12,12,0,10017
26625,17,10,PO-00026625,2025-04-01 00:00:00,118,24,24,0,10017
26626,17,4,PO-00026626,2025-04-01 00:00:00,4,24,24,0,10017
26627,17,12,PO-00026627,2025-04-01 00:00:00,24,24,24,0,10017
26628,17,3,PO-00026628,2025-04-01 00:00:00,15,12,12,0,10017
26629,17,7,PO-00026629,2025-04-01 00:00:00,7,24,24,0,10017
26630,17,4,PO-00026630,2025-04-01 00:00:00,124,24,24,0,10017
26631,17,10,PO-00026631,2025-04-01 00:00:00,22,24,24,0,10017
26632,17,8,PO-00026632,2025-04-01 00:00:00,80,24,24,0,10017
26633,17,6,PO-00026633,2025-04-01 00:00:00,30,24,24,0,10017
26634,17,7,PO-00026634,2025-04-01 00:00:00,175,24,24,0,10017
26635,17,12,PO-00026635,2025-04-01 00:00:00,108,24,24,0,10017
26636,17,12,PO-00026636,2025-04-01 00:00:00,36,24,24,0,10017
26637,17,8,PO-00026637,2025-04-01 00:00:00,200,24,24,0,10017
26638,17,12,PO-00026638,2025-04-01 00:00:00,48,24,24,0,10017
26639,17,6,PO-00026639,2025-04-01 00:00:00,90,24,24,0,10017
26640,17,4,PO-00026640,2025-04-01 00:00:00,64,24,24,0,10017
26641,17,2,PO-00026641,2025-04-01 00:00:00,194,48,48,0,10017
26642,17,2,PO-00026642,2025-04-01 00:00:00,110,24,24,0,10017
26643,17,8,PO-00026643,2025-04-27 00:00:00,20,24,24,0,10017
26644,17,8,PO-00026644,2025-04-27 00:00:00,188,24,24,0,10017
26645,17,5,PO-00026645,2025-04-27 00:00:00,149,24,24,0,10017
26646,17,6,PO-00026646,2025-04-27 00:00:00,138,12,9,0,10017
26647,17,1,PO-00026647,2025-04-27 00:00:00,121,24,24,0,10017
26648,17,6,PO-00026648,2025-04-27 00:00:00,18,48,48,0,10017
26649,17,3,PO-00026649,2025-04-27 00:00:00,195,24,24,0,10017
26650,17,5,PO-00026650,2025-04-27 00:00:00,185,24,24,0,10017
26651,17,9,PO-00026651,2025-04-27 00:00:00,69,48,48,0,10017
26652,17,7,PO-00026652,2025-04-27 00:00:00,19,12,12,0,10017
26653,17,10,PO-00026653,2025-04-27 00:00:00,106,12,12,0,10017
26654,17,2,PO-00026654,2025-04-27 00:00:00,170,48,47,0,10017
26655,17,7,PO-00026655,2025-04-27 00:00:00,151,12,12,0,10017
26656,17,4,PO-00026656,2025-04-27 00:00:00,40,24,24,0,10017
26657,17,5,PO-00026657,2025-04-27 00:00:00,125,24,24,0,10017
26658,17,6,PO-00026658,2025-04-27 00:00:00,78,24,24,0,10017
26659,17,8,PO-00026659,2025-04-27 00:00:00,80,24,24,0,10017
26660,17,9,PO-00026660,2025-04-27 00:00:00,57,12,12,0,10017
26661,17,3,PO-00026661,2025-04-27 00:00:00,75,24,24,0,10017
26662,17,10,PO-00026662,2025-04-27 00:00:00,154,48,48,0,10017
26663,17,5,PO-00026663,2025-04-27 00:00:00,137,12,12,0,10017
26664,17,9,PO-00026664,2025-04-27 00:00:00,129,12,12,0,10017
26665,17,12,PO-00026665,2025-04-27 00:00:00,60,24,24,0,10017
26666,17,7,PO-00026666,2025-04-27 00:00:00,163,24,24,0,10017
26667,17,1,PO-00026667,2025-04-27 00:00:00,37,24,24,0,10017
26668,17,5,PO-00026668,2025-04-27 00:00:00,197,48,48,0,10017
26669,17,11,PO-00026669,2025-04-27 00:00:00,167,12,12,0,10017
26670,17,5,PO-00026670,2025-04-27 00:00:00,101,12,12,0,10017
26671,17,1,PO-00026671,2025-04-27 00:00:00,181,24,24,0,10017
26672,17,5,PO-00026672,2025-04-27 00:00:00,53,12,12,0,10017
26673,17,9,PO-00026673,2025-04-27 00:00:00,105,48,48,0,10017
26674,17,1,PO-00026674,2025-04-27 00:00:00,13,48,48,0,10017
26675,17,10,PO-00026675,2024-12-13 00:00:00,154,12,12,0,10017
26676,17,9,PO-00026676,2024-12-13 00:00:00,189,48,48,0,10017
26677,17,4,PO-00026677,2024-12-13 00:00:00,124,24,24,0,10017
26678,17,8,PO-00026678,2024-12-13 00:00:00,176,24,24,0,10017
26679,17,7,PO-00026679,2024-12-13 00:00:00,19,24,24,0,10017
26680,17,1,PO-00026680,2024-12-13 00:00:00,13,12,12,0,10017
26681,17,5,PO-00026681,2024-12-13 00:00:00,53,12,12,0,10017
26682,17,8,PO-00026682,2024-12-13 00:00:00,128,12,12,0,10017
26683,17,11,PO-00026683,2024-12-13 00:00:00,23,24,24,0,10017
26684,17,5,PO-00026684,2024-12-13 00:00:00,17,12,12,0,10017
26685,17,12,PO-00026685,2024-12-13 00:00:00,132,24,24,0,10017
26686,17,5,PO-00026686,2024-12-13 00:00:00,29,24,24,0,10017
26687,17,5,PO-00026687,2024-12-13 00:00:00,173,12,8,0,10017
26688,17,12,PO-00026688,2024-12-13 00:00:00,96,24,24,0,10017
26689,17,8,PO-00026689,2024-12-13 00:00:00,188,12,12,0,10017
26690,17,8,PO-00026690,2024-12-13 00:00:00,32,12,12,0,10017
26691,17,3,PO-00026691,2024-12-13 00:00:00,39,24,24,0,10017
26692,17,4,PO-00026692,2025-04-25 00:00:00,52,24,24,0,10017
26693,17,7,PO-00026693,2025-04-25 00:00:00,55,24,24,0,10017
26694,17,12,PO-00026694,2025-04-25 00:00:00,48,12,12,0,10017
26695,17,11,PO-00026695,2025-04-25 00:00:00,47,12,12,1,10017
26696,17,12,PO-00026696,2025-04-25 00:00:00,24,24,24,0,10017
26697,17,3,PO-00026697,2025-04-25 00:00:00,123,12,12,0,10017
26698,17,12,PO-00026698,2025-04-25 00:00:00,96,24,24,0,10017
26699,17,1,PO-00026699,2025-04-25 00:00:00,97,12,12,0,10017
26700,17,3,PO-00026700,2025-04-25 00:00:00,75,24,24,0,10017
26701,17,11,PO-00026701,2025-04-25 00:00:00,83,24,24,0,10017
26702,17,2,PO-00026702,2025-04-25 00:00:00,14,12,12,1,10017
26703,17,1,PO-00026703,2025-04-25 00:00:00,49,12,12,0,10017
26704,17,2,PO-00026704,2025-04-25 00:00:00,74,48,48,0,10017
26705,17,3,PO-00026705,2025-04-25 00:00:00,171,12,12,0,10017
26706,17,11,PO-00026706,2025-04-25 00:00:00,179,24,24,0,10017
26707,17,10,PO-00026707,2025-04-25 00:00:00,166,24,24,0,10017
26708,17,10,PO-00026708,2025-04-25 00:00:00,22,48,48,0,10017
26709,17,3,PO-00026709,2025-04-25 00:00:00,99,12,12,0,10017
26710,17,5,PO-00026710,2025-01-12 00:00:00,89,12,12,0,10017
26711,17,10,PO-00026711,2025-01-12 00:00:00,22,48,48,0,10017
26712,17,7,PO-00026712,2025-01-12 00:00:00,43,24,24,0,10017
26713,17,11,PO-00026713,2025-01-12 00:00:00,11,48,48,0,10017
26714,17,1,PO-00026714,2025-01-12 00:00:00,1,48,48,0,10017
26715,17,5,PO-00026715,2025-01-12 00:00:00,185,48,48,0,10017
26716,17,2,PO-00026716,2025-01-12 00:00:00,98,24,24,0,10017
26717,17,1,PO-00026717,2025-01-12 00:00:00,97,12,12,0,10017
26718,17,3,PO-00026718,2025-01-12 00:00:00,75,12,12,0,10017
26719,17,11,PO-00026719,2025-01-12 00:00:00,95,48,48,0,10017
26720,17,12,PO-00026720,2025-01-12 00:00:00,72,24,24,0,10017
26721,17,11,PO-00026721,2025-01-12 00:00:00,155,24,24,0,10017
26722,17,6,PO-00026722,2025-01-12 00:00:00,90,12,12,0,10017
26723,17,6,PO-00026723,2025-01-12 00:00:00,66,48,48,0,10017
26724,17,6,PO-00026724,2025-01-12 00:00:00,18,12,12,0,10017
26725,17,9,PO-00026725,2025-01-12 00:00:00,189,48,48,0,10017
26726,17,2,PO-00026726,2025-01-12 00:00:00,194,24,24,0,10017
26727,17,6,PO-00026727,2025-01-12 00:00:00,30,24,24,0,10017
26728,17,10,PO-00026728,2025-01-12 00:00:00,94,12,12,0,10017
26729,17,2,PO-00026729,2025-01-12 00:00:00,122,24,24,0,10017
26730,17,8,PO-00026730,2025-01-12 00:00:00,80,48,48,0,10017
26731,17,9,PO-00026731,2025-01-12 00:00:00,69,12,12,1,10017
26732,17,4,PO-00026732,2025-01-12 00:00:00,40,48,48,0,10017
26733,17,9,PO-00026733,2025-01-12 00:00:00,81,12,12,0,10017
26734,17,2,PO-00026734,2025-01-12 00:00:00,86,12,12,1,10017
26735,17,9,PO-00026735,2025-01-12 00:00:00,93,12,12,0,10017
26736,17,10,PO-00026736,2025-01-12 00:00:00,178,24,24,0,10017
26737,17,6,PO-00026737,2025-01-12 00:00:00,114,24,24,0,10017
26738,17,6,PO-00026738,2025-01-12 00:00:00,78,48,48,0,10017
26739,17,9,PO-00026739,2025-01-12 00:00:00,141,24,24,0,10017
26740,17,4,PO-00026740,2025-01-12 00:00:00,196,24,24,0,10017
26741,17,6,PO-00026741,2025-01-12 00:00:00,174,24,24,0,10017
26742,17,4,PO-00026742,2025-04-02 00:00:00,76,48,48,0,10017
26743,17,2,PO-00026743,2025-04-02 00:00:00,50,48,48,0,10017
26744,17,7,PO-00026744,2025-04-02 00:00:00,79,48,48,0,10017
26745,17,10,PO-00026745,2025-04-02 00:00:00,58,48,48,0,10017
26746,17,2,PO-00026746,2025-04-02 00:00:00,122,48,48,0,10017
26747,17,1,PO-00026747,2025-04-02 00:00:00,61,12,12,0,10017
26748,17,8,PO-00026748,2025-04-02 00:00:00,44,12,12,0,10017
26749,17,1,PO-00026749,2025-04-02 00:00:00,145,48,45,0,10017
26750,17,11,PO-00026750,2025-04-02 00:00:00,143,24,24,0,10017
26751,17,11,PO-00026751,2025-04-02 00:00:00,23,48,48,0,10017
26752,17,12,PO-00026752,2025-04-02 00:00:00,72,24,24,0,10017
26753,17,6,PO-00026753,2025-04-02 00:00:00,114,24,24,0,10017
26754,17,12,PO-00026754,2025-04-02 00:00:00,144,48,48,0,10017
26755,17,3,PO-00026755,2025-04-02 00:00:00,183,24,24,0,10017
26756,17,6,PO-00026756,2025-04-02 00:00:00,126,12,12,0,10017
26757,17,12,PO-00026757,2025-04-02 00:00:00,12,24,24,0,10017
26758,17,3,PO-00026758,2025-04-02 00:00:00,159,24,24,0,10017
26759,17,6,PO-00026759,2025-04-02 00:00:00,18,24,24,2,10017
26760,17,7,PO-00026760,2025-04-02 00:00:00,91,48,48,0,10017
26761,17,5,PO-00026761,2025-04-02 00:00:00,29,12,12,0,10017
26762,17,12,PO-00026762,2025-04-02 00:00:00,132,48,48,0,10017
26763,17,4,PO-00026763,2025-04-02 00:00:00,28,24,24,0,10017
26764,17,3,PO-00026764,2025-04-02 00:00:00,195,12,12,0,10017
26765,17,5,PO-00026765,2025-04-02 00:00:00,113,12,12,0,10017
26766,17,9,PO-00026766,2025-04-02 00:00:00,57,24,24,0,10017
26767,17,11,PO-00026767,2025-04-02 00:00:00,71,12,12,0,10017
26768,17,1,PO-00026768,2025-04-02 00:00:00,25,12,12,0,10017
26769,17,10,PO-00026769,2025-01-01 00:00:00,178,24,24,0,10017
26770,17,4,PO-00026770,2025-01-01 00:00:00,112,24,24,0,10017
26771,17,1,PO-00026771,2025-01-01 00:00:00,97,24,24,0,10017
26772,17,6,PO-00026772,2025-01-01 00:00:00,114,24,24,0,10017
26773,17,11,PO-00026773,2025-01-01 00:00:00,119,24,24,0,10017
26774,17,5,PO-00026774,2025-01-01 00:00:00,41,12,12,0,10017
26775,17,8,PO-00026775,2025-01-01 00:00:00,32,24,24,0,10017
26776,17,3,PO-00026776,2025-01-01 00:00:00,195,48,48,0,10017
26777,17,10,PO-00026777,2025-01-01 00:00:00,34,24,24,0,10017
26778,17,9,PO-00026778,2025-01-01 00:00:00,9,12,12,0,10017
26779,17,2,PO-00026779,2025-01-01 00:00:00,134,12,12,0,10017
26780,17,1,PO-00026780,2025-01-01 00:00:00,109,24,24,0,10017
26781,17,8,PO-00026781,2025-01-01 00:00:00,200,24,24,0,10017
26782,17,2,PO-00026782,2025-01-01 00:00:00,14,24,24,2,10017
26783,17,1,PO-00026783,2025-01-01 00:00:00,193,12,7,0,10017
26784,17,12,PO-00026784,2025-01-01 00:00:00,84,24,20,0,10017
26785,17,2,PO-00026785,2025-01-01 00:00:00,146,12,12,0,10017
26786,17,6,PO-00026786,2025-01-01 00:00:00,90,48,48,0,10017
26787,17,9,PO-00026787,2025-01-01 00:00:00,129,24,24,0,10017
26788,17,10,PO-00026788,2025-01-01 00:00:00,82,12,11,0,10017
26789,17,2,PO-00026789,2025-01-01 00:00:00,38,48,48,0,10017
26790,17,11,PO-00026790,2025-01-01 00:00:00,35,12,12,0,10017
26791,17,7,PO-00026791,2025-01-01 00:00:00,103,12,12,0,10017
26792,17,10,PO-00026792,2025-01-01 00:00:00,10,24,24,0,10017
26793,17,3,PO-00026793,2025-01-01 00:00:00,123,12,12,0,10017
26794,17,9,PO-00026794,2025-01-01 00:00:00,189,24,24,0,10017
26795,17,4,PO-00026795,2025-01-01 00:00:00,136,24,24,0,10017
26796,17,8,PO-00026796,2025-01-01 00:00:00,176,24,24,0,10017
26797,17,1,PO-00026797,2025-01-01 00:00:00,157,48,48,0,10017
26798,17,12,PO-00026798,2025-01-01 00:00:00,72,12,12,0,10017
26799,17,5,PO-00026799,2025-01-01 00:00:00,197,24,24,0,10017
26800,17,5,PO-00026800,2025-01-01 00:00:00,113,48,48,0,10017
26801,17,5,PO-00026801,2025-01-01 00:00:00,101,24,24,0,10017
26802,17,2,PO-00026802,2025-01-01 00:00:00,182,12,12,0,10017
26803,17,4,PO-00026803,2025-04-27 00:00:00,88,24,24,2,10017
26804,17,12,PO-00026804,2025-04-27 00:00:00,48,12,12,0,10017
26805,17,9,PO-00026805,2025-04-27 00:00:00,165,24,24,0,10017
26806,17,11,PO-00026806,2025-04-27 00:00:00,107,24,24,0,10017
26807,17,2,PO-00026807,2025-04-27 00:00:00,170,24,24,0,10017
26808,17,5,PO-00026808,2025-04-27 00:00:00,89,24,24,0,10017
26809,17,9,PO-00026809,2025-04-27 00:00:00,81,12,12,0,10017
26810,17,9,PO-00026810,2025-04-27 00:00:00,33,48,48,0,10017
26811,17,7,PO-00026811,2025-04-27 00:00:00,163,24,24,0,10017
26812,17,7,PO-00026812,2025-04-27 00:00:00,55,12,12,0,10017
26813,17,8,PO-00026813,2025-04-27 00:00:00,8,24,24,2,10017
26814,17,7,PO-00026814,2025-04-27 00:00:00,7,48,48,0,10017
26815,17,4,PO-00026815,2025-04-27 00:00:00,40,12,12,0,10017
26816,17,1,PO-00026816,2025-04-27 00:00:00,169,24,24,0,10017
26817,17,7,PO-00026817,2025-04-27 00:00:00,115,48,48,0,10017
26818,17,4,PO-00026818,2025-04-27 00:00:00,160,12,12,0,10017
26819,17,8,PO-00026819,2025-04-27 00:00:00,44,12,12,0,10017
